amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
533.75,3,Clothing,0,0,81,2,43,0
74.79,3,Electronics,0,0,59,4,59,0
31.37,3,Food,0,0,71,1,30,0
26.1,5,Clothing,0,0,43,0,50,0
13.66,16,Grocery,0,0,49,2,30,0
203.06,4,Clothing,0,0,36,2,51,0
359.87,8,Travel,0,0,89,2,57,0
145.41,19,Travel,0,0,32,3,61,0
454.72,17,Electronics,0,0,80,3,21,0
228.31,6,Clothing,0,0,50,3,69,0
22.37,3,Grocery,0,0,78,1,52,0
308.06,7,Clothing,0,0,54,0,28,0
63.76,12,Electronics,0,0,86,0,22,0
544.68,8,Grocery,0,0,93,1,64,0
126.31,13,Grocery,0,0,86,1,19,0
432.08,21,Clothing,0,1,86,0,61,0
278.83,22,Travel,0,0,43,2,27,0
68.46,20,Food,0,0,74,4,23,0
429.51,15,Travel,0,0,69,4,24,0
253.2,17,Clothing,0,0,71,0,69,0
215.62,20,Clothing,0,0,60,3,47,0
103.78,23,Food,0,0,56,3,39,0
111.16,17,Electronics,0,0,44,2,22,0
0.69,11,Food,0,0,36,4,41,0
134.76,0,Clothing,1,0,32,4,52,1
51.7,0,Travel,0,0,87,0,52,0
175.16,2,Travel,0,0,69,1,29,0
51.47,17,Clothing,0,1,53,2,24,0
43.41,14,Grocery,0,0,76,3,35,0
15.65,22,Electronics,0,0,81,1,56,0
288.87,4,Grocery,0,0,35,1,39,0
348.74,13,Electronics,0,0,80,2,27,0
66.62,15,Food,1,0,99,0,47,0
117.2,16,Electronics,0,0,79,1,19,0
62.07,8,Food,0,0,50,4,28,0
23.97,5,Grocery,0,0,39,0,67,0
42.45,15,Food,0,0,77,2,48,0
14.2,14,Electronics,0,0,25,3,36,0
49.56,8,Travel,1,0,79,3,56,0
44.19,20,Clothing,0,0,45,4,61,0
59.14,1,Clothing,0,0,68,1,23,0
49.96,23,Electronics,0,0,45,1,29,0
137.07,3,Travel,0,0,91,2,37,0
3.51,19,Electronics,0,0,56,0,53,0
91.26,10,Clothing,0,0,41,1,67,0
277.24,2,Clothing,0,0,74,1,24,0
93.35,3,Grocery,0,0,84,4,39,0
150.14,0,Travel,0,0,33,0,20,0
145.11,18,Clothing,0,1,37,2,55,0
173.35,5,Travel,0,0,34,1,64,0
198.48,23,Food,0,0,33,2,54,0
195.23,5,Food,0,0,94,1,69,0
0.04,4,Travel,1,0,74,2,66,0
102.62,14,Electronics,0,0,47,4,20,0
8.41,1,Clothing,0,0,27,5,30,1
62.13,15,Food,0,0,74,3,24,0
69.97,11,Food,0,0,35,2,37,0
32.36,20,Travel,0,0,67,1,25,0
160.88,0,Food,0,0,89,2,49,0
63.11,6,Electronics,0,0,98,0,54,0
70.99,0,Travel,0,0,60,4,22,0
130.22,3,Grocery,0,0,59,4,35,0
43.76,15,Clothing,0,0,26,4,46,0
301.97,16,Food,0,0,61,2,67,0
24.89,0,Travel,0,0,69,1,69,0
145.78,10,Travel,1,0,80,1,18,0
54.99,21,Electronics,0,0,64,0,40,0
191.65,7,Electronics,0,0,95,2,33,0
185.18,7,Food,0,0,62,4,21,0
97.24,12,Electronics,0,0,94,1,63,0
168.45,3,Electronics,0,0,67,0,22,0
342.94,15,Clothing,0,0,38,2,30,0
51.49,18,Travel,0,0,54,2,46,0
155.54,13,Clothing,0,0,70,3,45,0
76.51,17,Food,0,0,81,1,40,0
141.42,23,Travel,1,0,59,3,37,0
194.9,1,Clothing,1,0,61,3,59,0
17.21,11,Travel,0,0,33,2,63,0
3.97,15,Grocery,0,0,40,1,62,0
113.49,14,Food,0,0,94,0,35,0
123.29,7,Clothing,1,0,57,0,19,0
32.97,21,Food,0,0,63,1,43,0
53.42,22,Electronics,1,0,98,0,24,0
145.62,1,Food,1,0,54,3,24,0
184.74,8,Grocery,0,0,41,1,41,0
19.25,9,Clothing,0,0,37,1,52,0
496.86,6,Travel,0,1,74,4,37,0
7.36,19,Clothing,0,0,40,5,23,0
43.72,11,Travel,0,0,74,3,58,0
174.17,14,Grocery,0,0,33,4,30,0
14.42,5,Electronics,0,0,88,2,42,0
194.91,14,Electronics,0,0,85,3,62,0
203.73,13,Clothing,0,0,74,3,37,0
94.0,2,Food,1,0,42,0,23,0
308.16,14,Travel,0,0,96,2,62,0
312.25,8,Electronics,0,0,69,1,68,0
481.12,19,Food,0,0,45,1,60,0
20.35,14,Grocery,0,0,85,1,29,0
94.03,12,Electronics,1,0,87,2,61,0
78.44,7,Electronics,0,1,54,2,49,0
224.11,7,Electronics,0,1,31,2,57,0
62.45,4,Travel,1,0,88,1,68,0
94.41,8,Travel,0,0,73,1,56,0
32.04,4,Clothing,0,1,56,4,33,0
52.4,7,Clothing,0,0,88,1,35,0
190.6,16,Electronics,0,1,60,2,21,0
57.22,14,Electronics,0,0,65,4,39,0
44.31,2,Clothing,0,0,54,0,19,0
144.0,20,Food,0,0,62,2,36,0
322.85,18,Clothing,0,0,43,2,69,0
215.56,11,Food,0,1,26,3,34,0
356.93,12,Electronics,1,0,53,3,50,0
30.21,18,Electronics,1,0,84,1,50,0
2.71,11,Electronics,0,0,34,2,51,0
106.27,7,Food,0,0,91,1,21,0
36.47,10,Clothing,0,0,36,2,66,0
80.17,6,Travel,0,0,47,2,28,0
235.22,19,Electronics,0,0,68,1,25,0
450.81,13,Grocery,0,0,47,4,36,0
101.16,11,Travel,1,0,38,0,48,0
108.54,18,Food,0,0,70,2,26,0
167.98,23,Grocery,0,0,80,0,55,0
258.6,21,Travel,0,0,66,6,53,0
225.1,21,Grocery,0,0,89,0,68,0
6.08,6,Clothing,0,0,77,3,48,0
126.44,23,Food,0,0,67,3,68,0
129.54,2,Travel,0,0,77,2,28,0
6.0,19,Food,0,0,95,0,69,0
96.45,11,Grocery,0,0,61,1,29,0
78.23,5,Clothing,0,0,29,4,22,0
371.24,21,Travel,0,0,70,0,33,0
40.27,18,Food,1,0,96,3,66,0
185.89,0,Travel,0,1,76,0,60,0
357.84,17,Clothing,0,0,55,1,50,0
35.85,8,Food,1,0,29,0,41,0
231.74,18,Grocery,0,0,90,4,19,0
222.31,19,Clothing,0,0,41,2,55,0
24.07,8,Food,0,0,35,2,30,0
129.59,0,Travel,0,0,93,1,45,0
178.67,11,Electronics,0,0,58,2,32,0
44.86,18,Clothing,0,0,48,3,46,0
232.09,11,Grocery,0,0,60,0,31,0
291.35,19,Grocery,0,0,80,2,48,0
257.63,20,Grocery,0,0,94,3,27,0
15.23,7,Electronics,0,0,94,1,31,0
222.97,20,Travel,0,0,68,6,24,0
2.87,17,Clothing,0,0,98,3,28,0
10.72,19,Clothing,0,0,85,2,59,0
73.83,0,Clothing,0,0,90,0,43,0
186.69,6,Clothing,0,0,32,2,35,0
103.65,10,Electronics,0,0,49,4,65,0
147.82,9,Clothing,0,0,99,3,59,0
247.0,17,Grocery,0,0,73,2,24,0
386.74,7,Grocery,0,0,55,1,46,0
593.08,22,Electronics,0,0,95,3,59,0
1.66,0,Clothing,0,0,60,4,18,0
116.02,20,Clothing,0,0,93,5,59,0
227.47,14,Travel,0,0,90,1,37,0
124.75,14,Grocery,0,0,69,0,65,0
13.43,13,Clothing,0,0,73,2,46,0
27.15,16,Electronics,0,0,68,2,49,0
76.33,19,Clothing,0,0,65,2,60,0
164.94,13,Electronics,0,0,29,6,21,0
269.66,22,Clothing,0,0,54,0,48,0
36.9,3,Grocery,0,0,49,3,29,0
234.76,14,Clothing,1,0,91,1,50,0
66.44,6,Grocery,0,0,33,0,42,0
30.48,17,Travel,0,1,67,1,63,0
15.3,3,Electronics,0,0,43,5,45,0
93.01,4,Grocery,0,0,58,2,20,0
140.02,19,Food,0,1,88,4,26,0
295.56,2,Clothing,0,0,71,1,65,0
260.4,17,Clothing,0,0,53,2,63,0
444.33,19,Clothing,0,0,99,1,37,0
73.96,1,Clothing,0,0,60,1,44,0
4.82,0,Travel,0,0,72,4,40,0
288.31,3,Electronics,0,0,89,0,52,0
331.93,1,Clothing,0,0,99,2,53,0
24.57,9,Travel,1,1,55,6,27,1
172.01,9,Food,0,1,45,1,40,0
234.43,23,Food,0,0,99,1,61,0
560.81,13,Clothing,0,0,34,3,57,0
59.59,22,Grocery,0,0,27,2,24,0
203.99,9,Food,0,0,73,1,58,0
306.13,3,Electronics,0,0,54,1,54,0
183.46,7,Grocery,0,0,73,1,53,0
54.48,20,Travel,0,0,69,0,67,0
143.95,7,Grocery,0,0,81,1,47,0
525.13,23,Travel,0,1,69,4,28,0
230.63,16,Electronics,0,0,83,1,65,0
181.04,16,Electronics,0,0,44,3,33,0
142.38,7,Travel,0,1,91,0,35,0
33.17,13,Travel,0,0,83,2,56,0
490.38,15,Travel,0,0,47,3,30,0
499.83,21,Travel,0,0,32,3,63,0
61.58,8,Clothing,0,1,25,0,39,0
208.52,13,Clothing,0,0,27,2,47,0
95.27,19,Electronics,0,0,41,3,26,0
379.46,15,Electronics,0,0,85,0,59,0
388.49,7,Electronics,0,0,53,2,46,0
204.93,14,Electronics,0,0,62,2,60,0
36.99,11,Travel,0,0,60,3,28,0
56.15,14,Electronics,1,0,26,0,69,0
5.66,14,Food,0,0,71,4,22,0
84.69,23,Food,0,0,73,3,60,0
7.93,8,Travel,1,0,99,1,53,0
18.5,1,Electronics,0,0,82,2,64,0
67.22,0,Travel,0,0,61,1,30,0
83.58,23,Clothing,1,0,63,4,34,0
21.5,21,Food,0,0,69,0,27,0
7.53,10,Travel,0,0,66,3,55,0
158.42,0,Grocery,0,0,38,3,25,0
326.54,20,Grocery,0,0,43,4,59,0
41.09,9,Travel,0,0,95,0,57,0
359.65,9,Food,0,0,63,3,50,0
39.93,22,Electronics,0,0,53,2,24,0
91.14,8,Clothing,0,0,65,4,30,0
166.4,4,Grocery,0,0,55,0,40,0
435.09,7,Travel,0,0,84,0,58,0
55.92,15,Grocery,0,0,84,4,26,0
285.76,4,Food,0,0,52,3,22,0
16.53,10,Food,0,0,78,2,37,0
3.03,5,Food,0,0,54,1,69,0
91.35,22,Grocery,0,0,71,1,50,0
569.91,10,Electronics,0,0,91,1,22,0
29.7,19,Travel,0,0,26,3,58,0
36.65,14,Travel,0,0,42,1,41,0
60.92,17,Food,0,0,30,2,24,0
42.69,6,Travel,0,0,73,1,63,0
53.59,16,Food,0,1,67,2,46,0
101.08,6,Travel,0,0,28,2,57,0
16.8,20,Travel,0,0,35,1,35,0
191.11,6,Grocery,0,0,32,1,41,0
177.95,23,Grocery,0,0,46,4,35,0
341.45,7,Food,0,0,53,4,56,0
71.52,1,Grocery,1,0,31,3,28,1
137.96,15,Clothing,0,0,59,1,38,0
5.68,15,Grocery,0,0,69,2,28,0
638.22,22,Electronics,0,0,77,2,40,0
216.09,6,Food,0,0,55,5,63,0
69.24,8,Electronics,0,0,82,0,63,0
404.14,21,Electronics,0,1,26,1,18,0
219.43,20,Food,0,0,57,0,63,0
596.47,17,Food,0,0,58,3,34,0
73.18,1,Travel,0,0,66,4,62,0
128.3,22,Grocery,0,0,43,0,45,0
65.36,5,Grocery,0,0,97,2,54,0
146.22,14,Travel,0,0,96,0,62,0
6.3,10,Travel,0,0,57,1,31,0
74.76,8,Travel,0,0,74,1,46,0
356.51,15,Clothing,0,0,63,1,35,0
130.88,18,Clothing,0,0,85,5,39,0
5.85,3,Food,0,1,60,0,28,0
367.11,4,Electronics,0,0,39,4,40,0
7.05,11,Grocery,0,0,83,2,22,0
61.01,11,Clothing,0,1,25,3,44,0
4.71,17,Food,0,0,65,1,67,0
107.13,4,Electronics,0,0,53,1,38,0
23.05,10,Travel,0,0,80,2,23,0
69.42,0,Electronics,0,0,49,2,59,0
30.66,8,Food,0,0,45,2,67,0
129.91,7,Food,0,0,47,1,67,0
44.62,0,Food,0,0,27,2,22,0
66.73,22,Grocery,0,0,86,4,32,0
210.79,12,Grocery,0,0,84,1,40,0
203.76,10,Travel,0,0,75,1,57,0
99.45,12,Travel,0,0,78,0,42,0
354.22,9,Travel,0,0,81,2,60,0
148.38,22,Food,0,0,36,1,19,0
75.54,5,Electronics,0,0,76,2,65,0
105.19,9,Travel,0,0,47,4,60,0
212.93,12,Travel,0,0,83,3,49,0
28.43,13,Electronics,0,0,33,1,52,0
46.47,0,Travel,0,0,87,1,68,0
126.37,9,Grocery,0,0,75,0,46,0
265.7,7,Grocery,0,0,29,1,47,0
129.39,17,Grocery,0,0,76,0,31,0
282.04,22,Travel,1,0,83,4,33,0
152.59,6,Food,0,0,88,2,39,0
91.8,15,Electronics,0,0,25,2,36,0
413.48,0,Food,0,0,67,3,47,0
246.25,21,Food,0,1,31,1,27,0
143.54,23,Food,0,0,85,1,26,0
198.34,16,Travel,0,0,48,2,65,0
201.04,6,Food,0,0,51,0,60,0
154.05,8,Travel,0,0,73,3,34,0
344.56,20,Travel,0,0,37,3,54,0
158.01,20,Food,0,0,89,3,43,0
301.7,1,Electronics,0,0,61,1,41,0
6.17,8,Grocery,0,0,44,1,38,0
298.47,16,Electronics,0,0,33,3,55,0
0.96,3,Electronics,1,0,58,1,69,0
2.69,11,Food,1,0,68,7,45,0
113.39,7,Food,0,0,54,1,31,0
476.69,1,Electronics,0,0,92,1,34,0
200.27,1,Clothing,0,0,34,0,50,0
216.92,14,Electronics,1,0,52,0,28,0
146.57,15,Electronics,0,0,52,1,45,0
145.43,6,Travel,0,0,54,2,64,0
169.27,5,Clothing,0,0,79,5,54,0
11.51,15,Grocery,0,0,99,0,62,0
266.51,23,Electronics,0,0,94,2,44,0
132.18,5,Food,0,0,93,1,28,0
502.2,15,Travel,0,0,41,1,61,0
104.42,15,Travel,0,0,72,0,61,0
49.21,0,Electronics,0,0,95,3,65,0
47.75,9,Clothing,0,0,46,1,44,0
792.0,6,Travel,0,0,81,1,43,0
117.66,20,Food,0,0,96,1,64,0
57.64,8,Electronics,0,0,42,1,59,0
76.57,0,Grocery,0,0,72,3,38,0
157.36,23,Grocery,0,0,87,1,28,0
97.88,23,Electronics,0,0,40,1,23,0
655.56,12,Grocery,0,0,88,1,66,0
254.43,1,Food,0,0,95,1,35,0
142.59,15,Electronics,0,0,50,1,47,0
26.58,14,Clothing,0,0,97,0,50,0
294.37,0,Food,0,0,48,0,40,0
404.3,4,Clothing,0,1,33,1,38,0
181.88,9,Grocery,0,1,87,2,25,0
100.27,13,Electronics,0,0,95,0,61,0
126.06,10,Clothing,0,0,41,2,39,0
359.42,22,Electronics,0,0,85,2,23,0
124.21,5,Travel,0,0,84,0,24,0
57.88,5,Food,0,0,91,2,24,0
502.06,19,Grocery,0,0,41,2,33,0
102.46,19,Food,0,0,29,2,41,0
89.78,5,Electronics,0,0,47,0,22,0
95.22,17,Travel,0,0,75,4,55,0
339.66,8,Food,0,0,28,1,34,0
316.89,19,Food,0,0,49,6,50,0
18.8,13,Travel,0,0,81,2,31,0
195.42,15,Grocery,0,0,47,2,24,0
92.91,10,Electronics,0,0,96,2,49,0
208.84,9,Food,0,0,97,6,63,0
73.79,16,Grocery,0,0,52,3,34,0
119.82,15,Food,0,0,63,2,63,0
228.43,2,Food,0,0,69,1,62,0
321.02,5,Electronics,0,0,83,3,29,0
86.67,13,Electronics,0,0,83,0,23,0
293.44,22,Clothing,0,0,95,1,57,0
204.35,23,Clothing,0,0,31,2,60,0
540.72,23,Electronics,0,0,29,4,26,0
90.73,17,Food,0,0,77,3,46,0
12.95,16,Clothing,0,0,31,1,62,0
212.19,7,Grocery,0,0,35,2,19,0
22.51,16,Travel,0,0,59,3,66,0
270.84,8,Food,0,0,94,2,25,0
138.83,9,Food,0,0,35,3,21,0
299.82,0,Electronics,0,0,78,4,54,0
237.17,8,Grocery,0,0,33,1,37,0
71.92,23,Food,0,0,36,0,61,0
462.03,10,Clothing,0,1,88,4,64,0
20.33,22,Travel,0,0,78,2,65,0
74.17,22,Grocery,0,0,28,3,53,0
66.49,6,Grocery,0,0,81,4,47,0
507.79,21,Grocery,0,0,70,4,40,0
212.34,16,Food,0,0,92,1,40,0
92.82,17,Grocery,0,0,84,0,62,0
568.27,1,Food,0,0,29,4,31,0
17.68,21,Electronics,0,0,83,1,33,0
398.66,3,Grocery,0,0,30,5,61,1
8.11,21,Travel,0,0,78,4,58,0
90.5,0,Clothing,0,0,39,2,62,0
46.63,11,Grocery,0,0,73,2,54,0
119.54,17,Travel,0,0,92,1,41,0
234.31,4,Travel,0,0,50,1,63,0
131.63,20,Clothing,0,0,35,1,27,0
6.73,10,Electronics,0,0,62,3,29,0
128.81,23,Grocery,0,0,32,2,56,0
261.63,15,Travel,0,0,92,5,38,0
79.01,1,Electronics,0,0,99,4,53,0
266.72,4,Travel,0,0,45,0,38,0
15.98,7,Food,0,0,63,2,37,0
186.49,14,Travel,0,0,46,1,34,0
76.98,10,Travel,0,0,75,2,24,0
106.08,8,Food,0,0,35,3,56,0
246.9,22,Food,0,0,34,0,21,0
93.88,16,Travel,0,0,36,7,27,0
13.85,23,Travel,0,0,36,4,67,0
96.46,0,Food,0,1,38,2,60,1
145.23,9,Electronics,0,0,52,2,30,0
710.94,20,Electronics,0,0,28,1,21,0
375.0,3,Food,0,0,79,2,24,0
103.36,7,Grocery,0,0,89,2,56,0
2.0,6,Electronics,1,0,93,1,63,0
156.25,1,Clothing,0,0,54,1,34,0
21.68,5,Clothing,0,0,40,3,23,0
135.39,5,Food,0,1,88,3,27,0
817.59,12,Grocery,0,0,60,2,27,0
93.58,23,Electronics,0,0,53,1,68,0
486.35,3,Grocery,0,0,58,4,50,0
518.08,14,Grocery,0,0,71,1,38,0
313.45,17,Travel,0,0,97,2,55,0
143.28,2,Electronics,0,0,45,3,44,0
441.04,8,Grocery,0,0,75,1,66,0
8.99,9,Clothing,0,0,56,3,39,0
118.45,12,Travel,0,0,93,1,36,0
30.56,7,Food,1,0,78,2,23,0
82.9,19,Travel,0,0,37,0,18,0
19.09,13,Grocery,0,0,30,1,50,0
70.4,14,Electronics,0,0,28,1,23,0
70.88,23,Clothing,0,0,53,0,33,0
60.49,5,Travel,0,0,37,3,54,0
201.13,17,Grocery,0,0,96,2,27,0
174.8,5,Grocery,0,0,64,0,24,0
113.82,1,Grocery,0,0,41,5,42,0
192.47,4,Travel,0,0,91,2,21,0
177.64,2,Travel,0,0,70,1,27,0
114.88,2,Electronics,0,0,95,2,25,0
102.39,20,Travel,0,0,42,7,25,0
405.74,8,Electronics,0,0,84,1,60,0
298.62,9,Electronics,0,0,93,2,65,0
880.32,23,Electronics,0,0,32,3,54,0
224.89,13,Travel,1,0,75,3,57,0
129.89,18,Travel,0,0,48,0,66,0
115.7,4,Food,0,1,91,3,25,0
249.43,15,Grocery,0,1,64,1,50,0
409.84,3,Grocery,0,0,92,2,43,0
122.13,12,Clothing,0,0,76,3,42,0
42.16,13,Travel,0,0,69,1,23,0
19.6,8,Grocery,0,0,90,2,67,0
72.62,14,Electronics,1,0,98,5,67,0
776.66,3,Grocery,1,0,32,4,56,1
93.31,4,Electronics,0,0,65,0,22,0
241.04,17,Electronics,1,0,70,2,23,0
66.85,1,Travel,0,0,90,4,39,0
88.99,13,Grocery,1,0,57,1,67,0
87.76,13,Travel,0,0,78,2,30,0
17.58,11,Electronics,0,0,96,2,55,0
25.99,1,Food,0,0,70,4,65,0
86.37,5,Electronics,0,1,28,3,60,0
60.3,7,Travel,0,0,88,2,45,0
25.0,18,Grocery,0,0,78,2,41,0
442.24,8,Grocery,0,0,67,2,40,0
40.3,20,Travel,0,0,59,3,60,0
177.85,9,Clothing,0,0,25,2,64,0
389.68,1,Clothing,0,0,76,3,29,0
19.81,3,Travel,0,0,29,1,42,0
190.14,22,Food,0,0,97,1,36,0
201.76,10,Travel,0,1,70,1,60,0
324.66,8,Food,0,0,69,1,57,0
516.59,10,Grocery,0,0,32,3,37,0
39.88,19,Clothing,0,0,29,1,29,0
389.33,3,Travel,0,0,54,1,25,0
89.49,19,Electronics,0,0,56,1,28,0
173.29,0,Food,0,0,53,4,52,0
1390.24,1,Clothing,0,0,43,1,61,0
3.66,6,Clothing,0,0,93,3,49,0
152.7,16,Electronics,0,0,99,0,36,0
69.31,22,Grocery,0,0,25,0,53,0
405.37,16,Grocery,1,0,49,1,21,0
3.01,16,Food,0,0,72,0,55,0
188.95,1,Grocery,0,0,98,3,19,0
107.3,8,Clothing,0,0,32,2,45,0
495.23,14,Grocery,0,0,50,0,59,0
121.88,18,Food,0,0,96,4,53,0
775.84,7,Food,0,0,95,1,26,0
173.28,2,Electronics,0,0,87,1,21,0
10.16,15,Food,0,0,33,1,31,0
46.34,18,Travel,0,0,28,2,40,0
18.85,11,Food,0,1,49,0,39,0
192.62,1,Food,0,0,48,2,69,0
70.19,5,Grocery,0,0,40,2,40,0
1.37,6,Grocery,0,0,30,0,22,0
229.71,20,Food,1,0,83,2,25,0
404.15,2,Food,0,0,61,6,46,0
24.67,23,Clothing,0,0,78,0,67,0
36.98,18,Food,0,0,34,5,37,0
296.9,9,Electronics,0,0,61,0,35,0
299.34,1,Travel,0,0,64,1,22,0
292.86,1,Electronics,0,0,44,2,69,0
125.31,3,Electronics,0,0,95,2,64,0
488.92,9,Clothing,0,0,34,1,38,0
191.76,9,Travel,0,0,73,3,59,0
12.53,20,Grocery,0,0,70,1,65,0
174.31,0,Clothing,0,0,46,2,29,0
37.47,0,Grocery,0,0,25,0,39,0
27.96,0,Food,0,0,70,1,60,0
3.98,3,Clothing,0,0,60,1,57,0
318.31,22,Grocery,0,0,99,5,64,0
595.19,14,Travel,0,0,38,7,68,0
114.54,5,Food,0,0,61,2,37,0
355.77,16,Travel,0,0,53,1,46,0
53.62,18,Clothing,0,0,48,4,39,0
12.95,2,Food,0,1,79,1,59,0
330.85,14,Electronics,0,0,56,2,32,0
93.93,1,Travel,0,1,27,3,69,1
236.68,18,Electronics,0,0,89,5,28,0
49.75,0,Travel,0,0,41,2,44,0
89.9,16,Travel,0,0,36,3,51,0
335.96,17,Clothing,0,1,78,1,20,0
250.1,8,Clothing,0,0,48,2,48,0
284.55,15,Electronics,0,0,69,3,51,0
69.53,5,Food,0,0,78,1,32,0
152.29,4,Grocery,1,0,99,1,35,0
319.22,18,Electronics,0,0,60,4,29,0
222.61,20,Clothing,0,0,95,5,33,0
62.87,17,Clothing,0,0,25,1,61,0
299.58,21,Electronics,0,0,55,3,51,0
47.68,1,Travel,0,0,80,3,52,0
253.57,21,Travel,0,1,38,2,25,0
118.15,19,Food,0,1,75,3,59,0
213.07,20,Travel,0,0,86,0,51,0
334.83,16,Electronics,0,0,70,1,37,0
12.38,12,Clothing,0,0,49,2,32,0
59.62,0,Food,1,0,57,3,25,0
210.32,6,Travel,0,0,40,1,59,0
74.4,0,Grocery,1,0,36,1,57,1
200.25,1,Travel,1,0,63,2,55,0
401.12,14,Electronics,0,0,32,1,29,0
342.18,13,Clothing,0,0,46,5,54,0
198.12,10,Food,0,0,60,1,41,0
20.56,16,Electronics,0,0,78,1,47,0
103.65,15,Clothing,1,0,72,0,60,0
18.27,19,Travel,0,0,86,0,63,0
76.4,17,Electronics,0,0,60,1,33,0
223.89,17,Travel,0,0,58,2,63,0
115.91,19,Grocery,0,0,31,2,45,0
120.35,22,Clothing,0,0,85,2,56,0
157.75,7,Clothing,1,0,45,6,62,0
68.16,17,Grocery,0,0,32,1,28,0
88.77,13,Food,0,0,49,2,34,0
42.24,18,Electronics,0,0,98,1,69,0
88.42,3,Clothing,0,0,81,6,45,0
25.01,22,Clothing,0,0,96,3,57,0
283.11,3,Clothing,1,0,86,0,58,0
15.82,21,Food,0,1,34,5,23,1
226.01,3,Grocery,0,0,75,3,37,0
136.91,12,Clothing,0,0,41,2,51,0
109.08,19,Clothing,0,0,69,1,53,0
23.61,21,Travel,0,0,33,4,39,0
53.78,21,Clothing,1,0,65,6,47,0
258.53,1,Electronics,0,0,62,0,50,0
62.19,10,Grocery,0,0,64,2,30,0
139.04,12,Food,0,0,81,1,38,0
977.98,18,Clothing,0,0,65,2,22,0
188.33,5,Travel,0,0,49,1,29,0
473.08,13,Clothing,0,0,72,1,35,0
60.41,13,Grocery,0,0,45,3,68,0
73.36,19,Travel,0,0,76,2,66,0
131.04,9,Clothing,0,0,48,2,36,0
426.09,17,Grocery,0,0,63,3,60,0
34.82,1,Electronics,0,0,89,0,42,0
105.63,4,Electronics,0,0,93,4,24,0
175.44,14,Food,0,0,95,1,38,0
671.45,9,Clothing,0,1,39,1,61,0
206.96,6,Electronics,0,0,87,1,66,0
24.62,4,Food,0,1,62,2,31,0
178.1,16,Electronics,0,0,49,2,33,0
35.98,13,Food,0,0,45,2,43,0
187.08,14,Electronics,0,1,41,2,44,0
81.05,12,Clothing,1,0,83,3,29,0
582.79,17,Travel,0,0,62,0,23,0
28.04,4,Food,0,0,27,1,50,0
168.83,13,Grocery,0,0,77,0,63,0
455.07,21,Food,0,0,53,1,35,0
215.65,11,Clothing,0,0,98,2,69,0
30.48,14,Clothing,0,1,38,4,46,0
95.29,14,Grocery,0,0,43,4,39,0
30.69,12,Electronics,0,0,39,2,20,0
78.84,4,Grocery,0,1,44,4,45,0
12.61,3,Food,0,0,32,2,28,0
242.8,8,Travel,0,0,69,1,21,0
61.13,20,Grocery,0,1,47,1,42,0
16.17,7,Travel,0,0,94,2,26,0
159.7,6,Food,0,0,66,4,63,0
58.48,1,Clothing,0,0,97,5,50,0
125.54,10,Electronics,1,1,40,1,48,0
314.05,8,Clothing,0,0,61,2,21,0
431.28,10,Electronics,0,0,78,4,25,0
49.16,15,Grocery,1,0,71,0,51,0
113.53,11,Travel,1,0,93,1,63,0
100.61,17,Travel,0,1,91,3,34,0
29.02,18,Grocery,0,0,83,2,67,0
307.73,16,Electronics,0,0,93,4,33,0
64.53,12,Grocery,0,0,89,1,61,0
2.07,19,Clothing,0,0,43,1,22,0
83.81,10,Grocery,0,0,72,4,33,0
36.67,8,Electronics,1,0,46,1,67,0
88.16,9,Electronics,0,0,28,2,21,0
116.33,11,Grocery,0,0,95,0,58,0
483.23,17,Electronics,0,0,47,3,58,0
39.86,9,Electronics,0,1,50,3,38,0
681.24,22,Grocery,0,0,49,2,36,0
331.91,14,Clothing,0,0,82,1,45,0
97.43,11,Travel,0,0,98,1,46,0
17.39,22,Grocery,0,0,93,1,67,0
44.58,15,Food,0,0,70,2,40,0
394.72,18,Travel,0,0,85,1,61,0
356.09,20,Clothing,0,1,54,0,20,0
429.99,3,Electronics,0,0,25,2,44,0
162.73,10,Grocery,0,0,90,0,47,0
525.28,9,Clothing,0,0,45,1,59,0
86.2,8,Travel,0,0,60,2,54,0
227.9,16,Food,0,0,53,2,63,0
114.38,20,Clothing,1,0,87,1,57,0
168.67,14,Travel,0,0,84,1,62,0
121.36,9,Electronics,1,0,49,2,51,0
192.29,19,Travel,0,0,42,2,56,0
75.3,11,Food,0,0,60,5,65,0
1.73,23,Travel,0,0,83,2,67,0
603.51,10,Travel,0,0,33,6,25,0
195.41,9,Travel,0,0,42,0,45,0
200.86,9,Food,1,1,89,2,29,0
71.6,14,Food,0,0,38,1,69,0
217.62,4,Electronics,0,0,81,2,37,0
197.89,5,Travel,1,0,82,0,43,0
65.6,5,Grocery,0,0,54,2,22,0
16.76,20,Clothing,0,0,83,3,37,0
217.4,16,Grocery,0,0,61,3,44,0
184.69,6,Food,0,1,93,2,35,0
58.34,12,Grocery,0,0,45,2,22,0
276.0,16,Grocery,0,0,95,1,36,0
304.76,7,Food,0,0,37,2,57,0
175.38,16,Food,0,0,72,2,44,0
16.09,16,Clothing,1,0,45,1,35,0
142.5,5,Travel,0,0,77,3,46,0
30.85,16,Food,0,1,25,2,21,0
136.46,21,Food,0,0,37,1,19,0
503.64,11,Clothing,0,0,72,1,27,0
203.72,16,Clothing,0,0,32,2,63,0
